"volume","clinic","tag_year","action","action_date","action_year","action_month","address","city","zip"
200,"Allstar Animal Clinic",2017,"Delivered",2016-12-27,"2016","12","4701 S Carrollton Ave","New Orleans","70119"
71,"Allstar Animal Clinic",2017,"Delivered",2017-11-10,"2017","11","4701 S Carrollton Ave","New Orleans","70119"
-19,"Allstar Animal Clinic",2017,"Returned",2017-12-27,"2017","12","4701 S Carrollton Ave","New Orleans","70119"
200,"Allstar Animal Clinic",2017,"Delivered",2017-04-14,"2017","4","4701 S Carrollton Ave","New Orleans","70119"
200,"Allstar Animal Clinic",2017,"Delivered",2017-07-19,"2017","7","4701 S Carrollton Ave","New Orleans","70119"
100,"Animal Care Center",2017,"Delivered",2016-12-27,"2016","12","313 David Dr.","Metairie","70003"
-90,"Animal Care Center",2017,"Returned",2017-12-28,"2017","12","313 David Dr.","Metairie","70003"
200,"Animal Medical & Surgical Hospital",2017,"Delivered",2016-12-28,"2016","12","3001 North Causeway Blvd","Metairie","70002"
-39,"Animal Medical & Surgical Hospital",2017,"Returned",2017-12-28,"2017","12","3001 North Causeway Blvd","Metairie","70002"
100,"Ark Animal Hospital",2017,"Delivered",2016-12-28,"2016","12","4025 Jefferson Hwy","Jefferson","70121"
100,"Ark Animal Hospital",2017,"Delivered",2017-06-19,"2017","6","4025 Jefferson Hwy","Jefferson","70121"
-8,"Ark Animal Hospital",2017,"Returned",2017-12-28,"2017","12","4025 Jefferson Hwy","Jefferson","70121"
50,"At Home Veterinary Care",2017,"Delivered",2017-01-09,"2017","1","PO Box 231145","Harahan","70123"
100,"Avenue Animal Wellness and Emergency",2017,"Delivered",2017-05-31,"2017","5","1401 St Charles Ave","New Orleans","70130"
-61,"Avenue Animal Wellness and Emergency",2017,"Returned",2018-01-03,"2018","1","1401 St Charles Ave","New Orleans","70130"
50,"Avian & Exotic Animal Hospital of Louisiana",2017,"Delivered",2017-01-19,"2017","1","3635 N I-10 Service Rd. W.","Metairie","70002"
200,"Banfield 1023 (Elmwood)",2017,"Delivered",2016-12-28,"2016","12","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
300,"Banfield 1023 (Elmwood)",2017,"Delivered",2017-03-27,"2017","3","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
200,"Banfield 1023 (Elmwood)",2017,"Delivered",2017-09-18,"2017","9","1000 S Clearview Prkwy Ste 1050","Harahan","70123"
200,"Banfield 1034 (West Bank)",2017,"Delivered",2016-12-27,"2016","12","1321 Manhattan Blvd","Harvey","70058"
200,"Banfield 1034 (West Bank)",2017,"Delivered",2017-04-17,"2017","4","1321 Manhattan Blvd","Harvey","70058"
100,"Banfield 1034 (West Bank)",2017,"Delivered",1902-10-08,"1902","10","1321 Manhattan Blvd","Harvey","70058"
100,"Banfield 1034 (West Bank)",2017,"Delivered",2017-08-18,"2017","8","1321 Manhattan Blvd","Harvey","70058"
-61,"Banfield 1034 (West Bank)",2017,"Returned",2018-01-03,"2018","1","1321 Manhattan Blvd","Harvey","70058"
200,"Banfield 1175 (Veterans)",2017,"Delivered",2016-12-28,"2016","12","6851 Veterans Memorial Blvd","Metairie","70003"
100,"Banfield 1175 (Veterans)",2017,"Delivered",2017-07-11,"2017","7","6851 Veterans Memorial Blvd","Metairie","70003"
100,"Banfield 1175 (Veterans)",2017,"Delivered",2017-09-18,"2017","9","6851 Veterans Memorial Blvd","Metairie","70003"
100,"Banfield 1175 (Veterans)",2017,"Delivered",2017-10-20,"2017","10","6851 Veterans Memorial Blvd","Metairie","70003"
-69,"Banfield 1175 (Veterans)",2017,"Returned",2017-12-28,"2017","12","6851 Veterans Memorial Blvd","Metairie","70003"
101,"Banfield 1034 (West Bank)",2017,"Delivered",2017-10-27,"2017","10","1321 Manhattan Blvd","Harvey","70058"
-64,"Banfield 1034 (West Bank)",2017,"Returned",2018-01-03,"2018","1","1321 Manhattan Blvd","Harvey","70058"
100,"Batt Veterinary Services",2017,"Delivered",2017-06-13,"2017","6",NA,"Metairie",NA
-1,"Batt Veterinary Services",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
-36,"Batt Veterinary Services",2017,"Returned",2017-12-27,"2017","12",NA,"Metairie",NA
50,"Benson Veterinary Care LLC",2017,"Delivered",2017-02-20,"2017","2","328 Octavia St.","New Orleans","70115"
500,"Canal Street Veterinary Hospital",2017,"Delivered",2017-06-19,"2017","6","4022 Canal St","New Orleans","70119"
500,"Canal Street Veterinary Hospital",2017,"Delivered",2016-12-27,"2016","12","4022 Canal St","New Orleans","70119"
500,"Carrollton Veterinary Hospital",2017,"Delivered",2016-12-27,"2016","12","3501 S. Carrollton Ave","New Orleans","70118"
200,"Carrollton Veterinary Hospital",2017,"Delivered",2017-08-01,"2017","8","3501 S. Carrollton Ave","New Orleans","70118"
200,"Carrollton Veterinary Hospital",2017,"Delivered",2017-08-01,"2017","8","3501 S. Carrollton Ave","New Orleans","70118"
100,"Chalmette Pet Wellness Clinic & Hospital",2017,"Delivered",2017-01-04,"2017","1","705 E. Judge Perez Drive","Chalmette","70043"
-11,"Chalmette Pet Wellness Clinic & Hospital",2017,"Returned",2017-12-02,"2017","12","705 E. Judge Perez Drive","Chalmette","70043"
-6,"Chalmette Pet Wellness Clinic & Hospital",2017,"Returned",2017-12-27,"2017","12","705 E. Judge Perez Drive","Chalmette","70043"
-2,"Chalmette Pet Wellness Clinic & Hospital",2017,"Returned",2017-12-27,"2017","12","705 E. Judge Perez Drive","Chalmette","70043"
100,"Clearview Veterinary Hospital",2017,"Delivered",2016-12-28,"2016","12","4713 Trenton Street","Metairie","70006"
-63,"Clearview Veterinary Hospital",2017,"Returned",2017-12-28,"2017","12","4713 Trenton Street","Metairie","70006"
15,"Louisiana SPCA",2017,"Delivered",2017-12-26,"2017","12",NA,"New Orleans",NA
-1,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
-11,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,"New Orleans",NA
-16,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
20,"Louisiana SPCA",2017,"Delivered",2017-12-26,"2017","12",NA,"New Orleans",NA
25,"Louisiana SPCA",2017,"Delivered",2017-12-22,"2017","12",NA,NA,NA
500,"Louisiana SPCA",2017,"Delivered",2016-12-30,"2016","12",NA,"New Orleans",NA
1000,"Louisiana SPCA",2017,"Delivered",2017-02-08,"2017","2",NA,NA,NA
500,"Louisiana SPCA",2017,"Delivered",2017-03-22,"2017","3",NA,"New Orleans",NA
43,"Louisiana SPCA",2017,"Delivered",2017-12-12,"2017","12",NA,NA,NA
44,"Louisiana SPCA",2017,"Delivered",2017-12-31,"2017","12",NA,"New Orleans",NA
200,"Louisiana SPCA",2017,"Delivered",2017-06-26,"2017","6",NA,NA,NA
500,"Louisiana SPCA",2017,"Delivered",2017-07-06,"2017","7",NA,"New Orleans",NA
500,"Louisiana SPCA",2017,"Delivered",2017-08-21,"2017","8",NA,NA,NA
500,"Louisiana SPCA",2017,"Delivered",2017-10-06,"2017","10",NA,"New Orleans",NA
200,"Louisiana SPCA",2017,"Delivered",2017-11-03,"2017","11",NA,NA,NA
400,"Louisiana SPCA",2017,"Delivered",2017-07-03,"2017","7",NA,"New Orleans",NA
-39,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
-5,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,"New Orleans",NA
-85,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
-99,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,"New Orleans",NA
50,"Convenient Home Veterinary Care",2017,"Delivered",2017-01-05,"2017","1","P.O. Box 1242","Harvey","70059"
500,"Crescent City Veterinary Hospital",2017,"Delivered",2016-12-27,"2016","12","524 Jefferson Ave","New Orleans","70115"
18,"Crescent City Veterinary Hospital",2017,"Delivered",2017-12-18,"2017","12","524 Jefferson Ave","New Orleans","70115"
32,"Crescent City Veterinary Hospital",2017,"Delivered",2017-12-18,"2017","12","524 Jefferson Ave","New Orleans","70115"
500,"Crescent City Veterinary Hospital",2017,"Delivered",2017-03-31,"2017","3","524 Jefferson Ave","New Orleans","70115"
500,"Crescent City Veterinary Hospital",2017,"Delivered",2017-05-30,"2017","5","524 Jefferson Ave","New Orleans","70115"
500,"Crescent City Veterinary Hospital",2017,"Delivered",2017-08-08,"2017","8","524 Jefferson Ave","New Orleans","70115"
200,"Crescent City Veterinary Hospital",2017,"Delivered",2017-11-09,"2017","11","524 Jefferson Ave","New Orleans","70115"
500,"Desoto Park Veterinary Clinic",2017,"Delivered",2016-12-27,"2016","12","2659 Desoto St","New Orleans","70119"
-196,"Desoto Park Veterinary Clinic",2017,"Returned",2017-12-29,"2017","12","2659 Desoto St","New Orleans","70119"
500,"Dog Day Afternoon, LLC",2017,"Delivered",2017-01-02,"2017","1","831 Bordeaux St","New Orleans","70115"
500,"Dr. Mike's Animal House",2017,"Delivered",2017-01-04,"2017","1","1120 N. Rampart Street","New Orleans",NA
-100,"Dr. Mike's Animal House",2017,"Returned",2018-01-11,"2018","1","1120 N. Rampart Street","New Orleans",NA
-51,"Dr. Mike's Animal House",2017,"Returned",2018-01-11,"2018","1","1120 N. Rampart Street","New Orleans",NA
-300,"Dr. Mike's Animal House",2017,"Returned",2018-01-11,"2018","1","1120 N. Rampart Street","New Orleans",NA
200,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-07,"2017","4",NA,NA,NA
300,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-07,"2017","4",NA,NA,NA
-3,"Annual Rabies Vaccination Drive",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
200,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-06,"2017","4",NA,NA,NA
300,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-05,"2017","4",NA,NA,NA
200,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-07,"2017","4",NA,NA,NA
300,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-05,"2017","4",NA,NA,NA
300,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-09,"2017","4",NA,NA,NA
300,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-09,"2017","4",NA,NA,NA
400,"Annual Rabies Vaccination Drive",2017,"Delivered",2017-04-05,"2017","4",NA,NA,NA
500,"Elysian Fields Animal Clinic",2017,"Delivered",2016-12-27,"2016","12","4237 Elysian Fields Ave","New Orleans","70122"
500,"Elysian Fields Animal Clinic",2017,"Delivered",2017-05-30,"2017","5","4237 Elysian Fields Ave","New Orleans","70122"
-90,"Elysian Fields Animal Clinic",2017,"Returned",2018-06-01,"2018","6","4237 Elysian Fields Ave","New Orleans","70122"
200,"Fur De Lis Vet Services",2017,"Delivered",2017-01-10,"2017","1","P.O. Box 791715   -   5045 Hastings Street","New Orleans - Metairie",NA
-52,"Fur De Lis Vet Services",2017,"Returned",2018-02-22,"2018","2","P.O. Box 791715   -   5045 Hastings Street","New Orleans - Metairie",NA
25,"Geaux Nola Pets Mobile",2017,"Delivered",2017-11-13,"2017","11","2111 General Pershing","New Orleans","70115"
200,"Gretna Animal Hospital",2017,"Delivered",2016-12-29,"2016","12","714 Kepler St","Gretna","70053"
10,"Gretna Animal Hospital",2017,"Delivered",2017-12-22,"2017","12","714 Kepler St","Gretna","70053"
-25,"Gretna Animal Hospital",2017,"Returned",NA,"Unkno","Unkno","714 Kepler St","Gretna","70053"
100,"Gretna Animal Hospital",2017,"Delivered",2017-06-07,"2017","6","714 Kepler St","Gretna","70053"
100,"Healthy Paws",2017,"Delivered",1945-02-01,"1945","2","P.O. Box 6545","Metairie","70009"
75,"Healthy Paws",2017,"Delivered",2017-08-14,"2017","8","P.O. Box 6545","Metairie","70009"
200,"Hickory Knoll Veterinary Hospital",2017,"Delivered",2016-12-28,"2016","12","1625 Hickory Ave","Harahan","70123"
-79,"Hickory Knoll Veterinary Hospital",2017,"Returned",2017-12-28,"2017","12","1625 Hickory Ave","Harahan","70123"
50,"Home Veterinary Services",2017,"Delivered",2016-12-27,"2016","12","PO Box 11120, Jefferson, 10181-1120",NA,NA
-27,"Home Veterinary Services",2017,"Returned",2018-01-03,"2018","1","PO Box 11120, Jefferson, 10181-1120",NA,NA
25,"House Calls!",2017,"Delivered",2017-01-24,"2017","1",NA,NA,NA
200,"Jester Veterinarian Clinic",2017,"Delivered",2016-12-27,"2016","12","4 Westbank Expressway","Westwego",NA
-26,"Jester Veterinarian Clinic",2017,"Returned",2017-12-27,"2017","12","4 Westbank Expressway","Westwego",NA
200,"Lake Animal Hospital",2017,"Delivered",2017-12-26,"2017","12","604 Veterans Memorial Blvd","Metairie","70005"
200,"Lake Animal Hospital",2017,"Delivered",2017-05-12,"2017","5","604 Veterans Memorial Blvd","Metairie","70005"
100,"Lake Animal Hospital",2017,"Delivered",2017-10-23,"2017","10","604 Veterans Memorial Blvd","Metairie","70005"
-38,"Lake Animal Hospital",2017,"Returned",2017-12-27,"2017","12","604 Veterans Memorial Blvd","Metairie","70005"
500,"Lakeview Veterinary Hospital",2017,"Delivered",2016-12-27,"2016","12","6245 Memphis Ave","New Orleans","70124"
1000,"Lakeview Veterinary Hospital",2017,"Delivered",2017-02-22,"2017","2","6245 Memphis Ave","New Orleans","70124"
800,"Lakeview Veterinary Hospital",2017,"Delivered",2017-08-01,"2017","8","6245 Memphis Ave","New Orleans","70124"
-100,"Lakeview Veterinary Hospital",2017,"Returned",2017-12-27,"2017","12","6245 Memphis Ave","New Orleans","70124"
-100,"Lakeview Veterinary Hospital",2017,"Returned",2017-12-27,"2017","12","6245 Memphis Ave","New Orleans","70124"
400,"Louisiana SPCA",2017,"Delivered",2017-04-17,"2017","4",NA,"New Orleans",NA
50,"Louisiana SPCA",2017,"Delivered",2017-12-10,"2017","12",NA,NA,NA
500,"Louisiana SPCA",2017,"Delivered",2016-12-20,"2016","12",NA,"New Orleans",NA
100,"Louisiana SPCA",2017,"Delivered",2017-05-08,"2017","5",NA,NA,NA
60,"Louisiana SPCA",2017,"Delivered",2017-12-10,"2017","12",NA,"New Orleans",NA
400,"Louisiana SPCA",2017,"Delivered",2017-05-08,"2017","5",NA,NA,NA
95,"Louisiana SPCA",2017,"Delivered",2017-12-28,"2017","12",NA,"New Orleans",NA
-73,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
200,"Louisiana SPCA",2017,"Delivered",2017-09-07,"2017","9",NA,"New Orleans",NA
100,"Louisiana SPCA",2017,"Delivered",2017-11-03,"2017","11",NA,NA,NA
100,"Louisiana SPCA",2017,"Delivered",2017-11-20,"2017","11",NA,"New Orleans",NA
500,"Louisiana SPCA",2017,"Delivered",2016-12-30,"2016","12",NA,NA,NA
500,"Louisiana SPCA",2017,"Delivered",2017-12-29,"2017","12",NA,"New Orleans",NA
-5,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
-7,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,"New Orleans",NA
-100,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,NA,NA
-14,"Louisiana SPCA",2017,"Returned",2017-12-27,"2017","12",NA,"New Orleans",NA
500,"Low Cost Animal Medical Center",2017,"Delivered",2017-03-01,"2017","3","4300 Washington Ave.","New Orleans","70125"
500,"Low Cost Animal Medical Center",2017,"Delivered",2017-08-01,"2017","8","4300 Washington Ave.","New Orleans","70125"
-100,"Low Cost Animal Medical Center",2017,"Returned",2018-03-15,"2018","3","4300 Washington Ave.","New Orleans","70125"
-100,"Low Cost Animal Medical Center",2017,"Returned",2018-04-20,"2018","4","4300 Washington Ave.","New Orleans","70125"
-89,"Low Cost Animal Medical Center",2017,"Returned",2018-03-15,"2018","3","4300 Washington Ave.","New Orleans","70125"
-89,"Low Cost Animal Medical Center",2017,"Returned",2018-04-20,"2018","4","4300 Washington Ave.","New Orleans","70125"
500,"Magazine Street Animal Clinic",2017,"Delivered",2017-06-26,"2017","6","3458 Magazine St","New Orleans","70115"
500,"Magazine Street Animal Clinic",2017,"Delivered",2017-08-18,"2017","8","3458 Magazine St","New Orleans","70115"
400,"Magazine Street Animal Clinic",2017,"Delivered",2017-11-02,"2017","11","3458 Magazine St","New Orleans","70115"
-100,"Magazine Street Animal Clinic",2017,"Returned",2017-12-27,"2017","12","3458 Magazine St","New Orleans","70115"
500,"Magazine Street Animal Clinic",2017,"Delivered",2016-12-26,"2016","12","3458 Magazine St","New Orleans","70115"
500,"Magazine Street Animal Clinic",2017,"Delivered",2017-02-27,"2017","2","3458 Magazine St","New Orleans","70115"
500,"Magazine Street Animal Clinic",2017,"Delivered",2017-05-01,"2017","5","3458 Magazine St","New Orleans","70115"
500,"Manhattan Animal Clinic, LLC",2017,"Delivered",2016-12-27,"2016","12",NA,"Harvey",NA
-2,"Manhattan Animal Clinic, LLC",2017,"Returned",2017-12-27,"2017","12",NA,"Harvey",NA
-46,"Manhattan Animal Clinic, LLC",2017,"Returned",2017-12-27,"2017","12",NA,"Harvey",NA
-400,"Manhattan Animal Clinic, LLC",2017,"Returned",2017-12-27,"2017","12",NA,"Harvey",NA
500,"Maple Small Animal Clinic",2017,"Delivered",2016-12-27,"2016","12","7608 Maple St","New Orleans","70118"
500,"Maple Small Animal Clinic",2017,"Delivered",2017-03-17,"2017","3","7608 Maple St","New Orleans","70118"
500,"Maple Small Animal Clinic",2017,"Delivered",2017-05-30,"2017","5","7608 Maple St","New Orleans","70118"
500,"Maple Small Animal Clinic",2017,"Delivered",2017-08-01,"2017","8","7608 Maple St","New Orleans","70118"
400,"Maple Small Animal Clinic",2017,"Delivered",2017-10-20,"2017","10","7608 Maple St","New Orleans","70118"
200,"Marrero Veterinary Clinic",2017,"Delivered",2017-01-04,"2017","1","4001 Lapalco Blvd","Harvey","70058"
-19,"Marrero Veterinary Clinic",2017,"Returned",2017-12-27,"2017","12","4001 Lapalco Blvd","Harvey","70058"
-98,"Marrero Veterinary Clinic",2017,"Returned",2017-12-27,"2017","12","4001 Lapalco Blvd","Harvey","70058"
1000,"Metairie Small Animal Hospital",2017,"Delivered",2016-12-27,"2016","12","101 Metairie Rd","Metairie","70005"
-59,"Metairie Small Animal Hospital",2017,"Returned",2017-12-27,"2017","12","101 Metairie Rd","Metairie","70005"
1000,"Metairie Small Animal Hospital",2017,"Delivered",2017-04-05,"2017","4","101 Metairie Rd","Metairie","70005"
500,"Metairie Small Animal Hospital",2017,"Delivered",2017-08-08,"2017","8","101 Metairie Rd","Metairie","70005"
500,"Metairie Small Animal Hospital",2017,"Delivered",2017-11-02,"2017","11","101 Metairie Rd","Metairie","70005"
-45,"Metairie Small Animal Hospital",2017,"Returned",2017-12-27,"2017","12","101 Metairie Rd","Metairie","70005"
-73,"Metairie Small Animal Hospital",2017,"Returned",2017-12-27,"2017","12","101 Metairie Rd","Metairie","70005"
-100,"Metairie Small Animal Hospital",2017,"Returned",2017-12-27,"2017","12","101 Metairie Rd","Metairie","70005"
-89,"Metairie Small Animal Hospital",2017,"Returned",2017-12-27,"2017","12","101 Metairie Rd","Metairie","70005"
500,"Midcity Veterinary Hospital",2017,"Delivered",2016-12-27,"2016","12","3821 Orleans Ave","New Orleans","70119"
82,"Midcity Veterinary Hospital",2017,"Delivered",2017-11-30,"2017","11","3821 Orleans Ave","New Orleans","70119"
500,"Midcity Veterinary Hospital",2017,"Delivered",2017-05-31,"2017","5","3821 Orleans Ave","New Orleans","70119"
500,"Midcity Veterinary Hospital",2017,"Delivered",2017-09-07,"2017","9","3821 Orleans Ave","New Orleans","70119"
100,"Midcity Veterinary Hospital",2017,"Delivered",2017-11-30,"2017","11","3821 Orleans Ave","New Orleans","70119"
-49,"Midcity Veterinary Hospital",2017,"Returned",2017-12-27,"2017","12","3821 Orleans Ave","New Orleans","70119"
500,"Midcity Veterinary Hospital",2017,"Delivered",2017-03-29,"2017","3","3821 Orleans Ave","New Orleans","70119"
100,"Natural Pet Care",2017,"Delivered",2016-12-28,"2016","12","3825 Hessmer Ave","Metairie","70002"
-13,"Natural Pet Care",2017,"Returned",2018-12-26,"2018","12","3825 Hessmer Ave","Metairie","70002"
500,"NOLA Animal Clinic",2017,"Delivered",2016-12-27,"2016","12","4554 Downman Rd","New Orleans","70126"
50,"NOLA Animal Clinic",2017,"Delivered",2017-12-22,"2017","12","4554 Downman Rd","New Orleans","70126"
500,"NOLA Animal Clinic",2017,"Delivered",2017-03-17,"2017","3","4554 Downman Rd","New Orleans","70126"
500,"NOLA Animal Clinic",2017,"Delivered",2017-06-06,"2017","6","4554 Downman Rd","New Orleans","70126"
500,"NOLA Animal Clinic",2017,"Delivered",2017-09-07,"2017","9","4554 Downman Rd","New Orleans","70126"
500,"Pet Care Center",2017,"Delivered",2016-12-22,"2016","12","2212 David Drive","Metairie","70003"
500,"Pet Care Center",2017,"Delivered",2017-03-27,"2017","3","2212 David Drive","Metairie","70003"
500,"Pet Care Center",2017,"Delivered",2017-06-06,"2017","6","2212 David Drive","Metairie","70003"
300,"Pet Care Center",2017,"Delivered",2017-11-02,"2017","11","2212 David Drive","Metairie","70003"
-300,"Pet Care Center",2017,"Returned",2018-04-01,"2018","4","2212 David Drive","Metairie","70003"
-52,"Pet Care Center",2017,"Returned",2018-04-01,"2018","4","2212 David Drive","Metairie","70003"
500,"Prytania Veterinary Hospital",2017,"Delivered",2016-12-26,"2016","12","201 Nashville Ave.","New Orleans","70115"
500,"Prytania Veterinary Hospital",2017,"Delivered",2017-03-02,"2017","3","201 Nashville Ave.","New Orleans","70115"
500,"Prytania Veterinary Hospital",2017,"Delivered",2017-05-07,"2017","5","201 Nashville Ave.","New Orleans","70115"
100,"Prytania Veterinary Hospital",2017,"Delivered",2017-12-06,"2017","12","201 Nashville Ave.","New Orleans","70115"
500,"Prytania Veterinary Hospital",2017,"Delivered",2017-07-11,"2017","7","201 Nashville Ave.","New Orleans","70115"
500,"Prytania Veterinary Hospital",2017,"Delivered",2017-09-29,"2017","9","201 Nashville Ave.","New Orleans","70115"
50,"Quality Pet Care",2017,"Delivered",2017-02-06,"2017","2","1600-B Belle Chasse Hwy","Gretna","70056"
-33,"Quality Pet Care",2017,"Returned",2017-12-27,"2017","12","1600-B Belle Chasse Hwy","Gretna","70056"
1000,"Southern Animal Foundation",2017,"Delivered",2016-12-26,"2016","12","1823 Magazine Street","New Orleans","70130"
1000,"Southern Animal Foundation",2017,"Delivered",2017-04-26,"2017","4","1823 Magazine Street","New Orleans","70130"
500,"Southern Animal Foundation",2017,"Delivered",2017-09-01,"2017","9","1823 Magazine Street","New Orleans","70130"
500,"Southern Animal Foundation",2017,"Delivered",2017-11-02,"2017","11","1823 Magazine Street","New Orleans","70130"
-200,"Southern Animal Foundation",2017,"Returned",2017-12-27,"2017","12","1823 Magazine Street","New Orleans","70130"
200,"Southshore Animal Hospital",2017,"Delivered",2016-12-28,"2016","12","213 Live Oak St","Metairie","70005"
200,"Southshore Animal Hospital",2017,"Delivered",2017-06-01,"2017","6","213 Live Oak St","Metairie","70005"
200,"Southshore Animal Hospital",2017,"Delivered",2017-09-11,"2017","9","213 Live Oak St","Metairie","70005"
-95,"Southshore Animal Hospital",2017,"Returned",2017-12-27,"2017","12","213 Live Oak St","Metairie","70005"
100,"Terry Parkway Animal Clinic",2017,"Delivered",2016-12-29,"2016","12","636 Terry Parkway","Terrytown","70056"
-45,"Terry Parkway Animal Clinic",2017,"Returned",2017-12-27,"2017","12","636 Terry Parkway","Terrytown","70056"
200,"The Cat Hospital of Metairie",2017,"Delivered",2016-12-16,"2016","12","1500 Veterans Memorial Blvd.","Metairie","70005"
100,"The Cat Hospital of Metairie",2017,"Delivered",2017-07-21,"2017","7","1500 Veterans Memorial Blvd.","Metairie","70005"
-80,"The Cat Hospital of Metairie",2017,"Returned",2017-12-27,"2017","12","1500 Veterans Memorial Blvd.","Metairie","70005"
500,"The Cat Practice",2017,"Delivered",2016-12-26,"2016","12","1809 Magazine St","New Orleans","70130"
300,"The Cat Practice",2017,"Delivered",2017-07-03,"2017","7","1809 Magazine St","New Orleans","70130"
300,"The Cat Practice",2017,"Delivered",2017-09-21,"2017","9","1809 Magazine St","New Orleans","70130"
-66,"The Cat Practice",2017,"Returned",2018-04-20,"2018","4","1809 Magazine St","New Orleans","70130"
-44,"The Cat Practice",2017,"Returned",2018-04-20,"2018","4","1809 Magazine St","New Orleans","70130"
-100,"The Cat Practice",2017,"Returned",2018-04-20,"2018","4","1809 Magazine St","New Orleans","70130"
500,"The French Quarter Vet",2017,"Delivered",2016-12-29,"2016","12","3041 N Rampart St","New Orleans","70116"
-68,"The French Quarter Vet",2017,"Returned",2018-01-03,"2018","1","3041 N Rampart St","New Orleans","70116"
-92,"The French Quarter Vet",2017,"Returned",2018-01-03,"2018","1","3041 N Rampart St","New Orleans","70116"
500,"The French Quarter Vet",2017,"Delivered",2017-04-05,"2017","4","3041 N Rampart St","New Orleans","70116"
500,"Uptown Veterinary Hospital",2017,"Delivered",2016-12-26,"2016","12","731 Nashville Ave","New Orleans","70115"
-100,"Uptown Veterinary Hospital",2017,"Returned",2017-12-27,"2017","12","731 Nashville Ave","New Orleans","70115"
-79,"Uptown Veterinary Hospital",2017,"Returned",2017-12-27,"2017","12","731 Nashville Ave","New Orleans","70115"
300,"VCA Airline Animal Hospital",2017,"Delivered",2016-12-27,"2016","12","5105 Airline Drive","Metairie","70001"
-75,"VCA Airline Animal Hospital",2017,"Returned",2017-12-28,"2017","12","5105 Airline Drive","Metairie","70001"
500,"VCA Causeway Animal Hospital",2017,"Delivered",2016-12-28,"2016","12","1315 N. Causeway Blvd","Metairie","70001"
500,"VCA Causeway Animal Hospital",2017,"Delivered",2017-06-01,"2017","6","1315 N. Causeway Blvd","Metairie","70001"
-24,"VCA Causeway Animal Hospital",2017,"Returned",2017-12-28,"2017","12","1315 N. Causeway Blvd","Metairie","70001"
-36,"VCA Causeway Animal Hospital",2017,"Returned",2017-12-28,"2017","12","1315 N. Causeway Blvd","Metairie","70001"
-400,"VCA Causeway Animal Hospital",2017,"Returned",2017-12-28,"2017","12","1315 N. Causeway Blvd","Metairie","70001"
25,"Vet Pronto",2017,"Delivered",2017-02-10,"2017","2",NA,NA,NA
100,"Vet Relief Foundation",2017,"Delivered",2017-03-09,"2017","3","2611 Florida St ",NA,NA
200,"Vet-a-GoGo",2017,"Delivered",2017-01-05,"2017","1","3517 Chartres St","New Orleans","70117"
-71,"Vet-a-GoGo",2017,"Returned",2017-10-05,"2017","10","3517 Chartres St","New Orleans","70117"
1000,"Vetco @ Petco Mobile Clinic",2017,"Delivered",2017-01-04,"2017","1","17485 Opportunity Ave","Baton Rouge","70817"
-48,"Vetco @ Petco Mobile Clinic",2017,"Returned",NA,"Unkno","Unkno","17485 Opportunity Ave","Baton Rouge","70817"
-100,"Vetco @ Petco Mobile Clinic",2017,"Returned",NA,"Unkno","Unkno","17485 Opportunity Ave","Baton Rouge","70817"
-100,"Vetco @ Petco Mobile Clinic",2017,"Returned",NA,"Unkno","Unkno","17485 Opportunity Ave","Baton Rouge","70817"
100,"Vetco @ Petco Mobile Clinic",2017,"Delivered",2017-11-24,"2017","11","17485 Opportunity Ave","Baton Rouge","70817"
-100,"Vetco @ Petco Mobile Clinic",2017,"Returned",NA,"Unkno","Unkno","17485 Opportunity Ave","Baton Rouge","70817"
100,"Unknown",2017,"Delivered",2017-03-13,"2017","3",NA,NA,NA
100,"Unknown",2017,"Delivered",2017-04-27,"2017","4",NA,NA,NA
80,"Unknown",2017,"Delivered",2018-01-22,"2018","1",NA,NA,NA
